;O_P_ Numero;Item_O_P;Desc_item;ITEMS_NUEVO ;Bodega;Fecha;U_M_inv.;Neto_peso;Entradas_peso;Entradas_inv;Salidas_inv;Salidas_peso;Salidas_prom;Neto_prom;Costo_MP_sal;Costo_MO_sal;Costo_CIF_sal;Tipo_inventario;Costo_CIF_NP_ent;Costo_MO_ent;Costo_CIF_EN_ent;Tipo_docto
;OP-00001772;00004973 CINTA HR 1.35 MM X 195 MM;KILOS BOBINA HR 1.35 X 1.219;OP-0000177200004973 CINTA HR 1.35 MM X 195 MM;00105;17/02/2022;kg  ;-4.956,00;0,00;0,00;4.956,00;4.956,00;$22.073.231,04;-$22.073.231,04;$22.073.231,04;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001772;00004975 CINTA HR 1.35 MM X 395 MM;CINTA HR 1.35 MM X 395 MM;OP-0000177200004975 CINTA HR 1.35 MM X 395 MM;00105;17/02/2022;kg  ;3.309,00;3.309,00;3.309,00;0,00;0,00;$0,00;$14.790.620,37;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.414,62;$4.910,79;EDP
;OP-00001772;00004975 CINTA HR 1.35 MM X 395 MM;KILOS BOBINA HR 1.35 X 1.219;OP-0000177200004975 CINTA HR 1.35 MM X 395 MM;00105;17/02/2022;kg  ;-3.319,00;0,00;0,00;3.319,00;3.319,00;$14.782.294,96;-$14.782.294,96;$14.782.294,96;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001772;00005082 CINTA HR 1.80 MM X 297 MM;CINTA HR 1.80 MM X 297 MM;OP-0000177200005082 CINTA HR 1.80 MM X 297 MM;00105;17/02/2022;kg  ;7.434,00;7.434,00;7.434,00;0,00;0,00;$0,00;$32.578.771,92;$0,00;$0,00;$0,00;IN141006  ;$0,00;$10.444,72;$15.021,24;EDP
;OP-00001772;00005082 CINTA HR 1.80 MM X 297 MM;KILOS BOBINA HR 1.80 MM X 1.219 MM;OP-0000177200005082 CINTA HR 1.80 MM X 297 MM;00105;17/02/2022;kg  ;-7.474,00;0,00;0,00;7.474,00;7.474,00;$32.553.305,96;-$32.553.305,96;$32.553.305,96;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001772;00005097 CINTA HR 1.80 MM X 98 MM;CINTA HR 1.80 MM X 98 MM;OP-0000177200005097 CINTA HR 1.80 MM X 98 MM;00105;17/02/2022;kg  ;818,00;818,00;818,00;0,00;0,00;$0,00;$3.627.779,15;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.414,62;$4.910,79;EDP
;OP-00001772;00005097 CINTA HR 1.80 MM X 98 MM;KILOS BOBINA HR 1.80 MM X 1.219 MM;OP-0000177200005097 CINTA HR 1.80 MM X 98 MM;00105;17/02/2022;kg  ;-831,00;0,00;0,00;831,00;831,00;$3.619.453,74;-$3.619.453,74;$3.619.453,74;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001772;00005098 CINTA HR 1.80 MM X 225 MM;CINTA HR 1.80 MM X 225 MM;OP-0000177200005098 CINTA HR 1.80 MM X 225 MM;00105;17/02/2022;kg  ;1.877,00;1.877,00;1.877,00;0,00;0,00;$0,00;$8.240.296,01;$0,00;$0,00;$0,00;IN141006  ;$0,00;$3.414,62;$4.910,79;EDP
;OP-00001772;00005098 CINTA HR 1.80 MM X 225 MM;KILOS BOBINA HR 1.80 MM X 1.219 MM;OP-0000177200005098 CINTA HR 1.80 MM X 225 MM;00105;17/02/2022;kg  ;-1.890,00;0,00;0,00;1.890,00;1.890,00;$8.231.970,60;-$8.231.970,60;$8.231.970,60;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001773;00001129 TUBO CUAD 1 C.18A;CINTA CR 0.95 MM X 93 MM;OP-0000177300001129 TUBO CUAD 1 C.18A;00105;17/02/2022;kg  ;-1.742,00;0,00;0,00;1.742,00;1.742,00;$7.366.522,84;-$7.366.522,84;$7.349.376,06;$7.031,81;$10.114,97;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001773;00001129 TUBO CUAD 1 C.18A;TUBO CUAD 1 C.18A;OP-0000177300001129 TUBO CUAD 1 C.18A;00105;18/02/2022;Und ;1.945,02;1.945,02;421,00;0,00;0,00;$0,00;$7.493.440,40;$0,00;$0,00;$0,00;IN143005  ;$10.114,97;$39.346,82;$94.602,55;EDP
;OP-00001773;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 92 MM;OP-0000177300001130 TUBO CUAD 1 C.20A;00105;17/02/2022;kg  ;-724,00;0,00;0,00;724,00;724,00;$3.136.679,32;-$3.136.679,32;$3.130.988,68;$2.338,52;$3.352,12;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001773;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000177300001130 TUBO CUAD 1 C.20A;00105;18/02/2022;Und ;854,17;854,17;229,00;0,00;0,00;$0,00;$3.190.591,22;$0,00;$0,00;$0,00;IN143005  ;$3.352,12;$16.075,67;$40.174,75;EDP
;OP-00001773;00001134 TUBO CUAD 3/4 C.20A;CINTA 0.75 MM x 72 MM;OP-0000177300001134 TUBO CUAD 3/4 C.20A;00105;17/02/2022;kg  ;-1.343,00;0,00;0,00;1.343,00;1.343,00;$5.932.133,91;-$5.932.133,91;$5.913.309,58;$7.717,72;$11.106,61;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001773;00001134 TUBO CUAD 3/4 C.20A;TUBO CUAD 3/4 C.20A;OP-0000177300001134 TUBO CUAD 3/4 C.20A;00105;18/02/2022;Und ;1.474,43;1.474,43;521,00;0,00;0,00;$0,00;$6.032.256,01;$0,00;$0,00;$0,00;IN143005  ;$11.106,61;$33.229,57;$74.610,25;EDP
;OP-00001773;00001135 TUBO CUAD 3/4 C.20B;CINTA 0.8 MM x 72 MM;OP-0000177300001135 TUBO CUAD 3/4 C.20B;00105;17/02/2022;kg  ;-1.162,00;0,00;0,00;1.162,00;1.162,00;$4.494.470,75;-$4.494.470,75;$4.482.763,60;$4.799,06;$6.908,09;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001773;00001135 TUBO CUAD 3/4 C.20B;TUBO CUAD 3/4 C.20B;OP-0000177300001135 TUBO CUAD 3/4 C.20B;00105;18/02/2022;Und ;1.276,24;1.276,24;424,00;0,00;0,00;$0,00;$4.579.189,45;$0,00;$0,00;$0,00;IN143005  ;$6.908,09;$26.386,01;$63.131,75;EDP
;OP-00001773;00004332 TUBO RED HR 1/2 CAL 16 B;CINTA HR 1.35 MM X 57 MM;OP-0000177300004332 TUBO RED HR 1/2 CAL 16 B;00105;17/02/2022;kg  ;-236,00;0,00;0,00;236,00;236,00;$738.474,68;-$738.474,68;$734.316,36;$1.486,80;$2.671,52;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001773;00004332 TUBO RED HR 1/2 CAL 16 B;TUBO RED HR 1/2 CAL 16 B;OP-0000177300004332 TUBO RED HR 1/2 CAL 16 B;00105;18/02/2022;Und ;234,24;234,24;61,00;0,00;0,00;$0,00;$757.568,44;$0,00;$0,00;$0,00;IN143005  ;$2.671,52;$6.327,51;$14.253,05;EDP
;OP-00001774;00001121 PERFIL PASAMANOS T.A. C.20A;CINTA 0.75 MM x 109 MM;OP-0000177400001121 PERFIL PASAMANOS T.A. C.20A;00105;17/02/2022;kg  ;-665,00;0,00;0,00;665,00;665,00;$2.924.550,30;-$2.924.550,30;$2.917.567,80;$2.852,85;$4.129,65;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001774;00001121 PERFIL PASAMANOS T.A. C.20A;CINTA 0.75 MM x 110 MM;OP-0000177400001121 PERFIL PASAMANOS T.A. C.20A;00105;17/02/2022;kg  ;-844,00;0,00;0,00;844,00;844,00;$3.610.429,44;-$3.610.429,44;$3.605.348,56;$2.067,80;$3.013,08;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001774;00001121 PERFIL PASAMANOS T.A. C.20A;PERFIL PASAMANOS T.A. C.20A;OP-0000177400001121 PERFIL PASAMANOS T.A. C.20A;00105;18/02/2022;Und ;1.614,08;1.614,08;388,00;0,00;0,00;$0,00;$6.611.996,74;$0,00;$0,00;$0,00;IN143005  ;$7.142,73;$24.545,15;$57.392,50;EDP
;OP-00001776;00001124 TUBO CUAD 1 1/2 C.20A;CINTA 0.75 MM x 147 MM;OP-0000177600001124 TUBO CUAD 1 1/2 C.20A;00105;17/02/2022;kg  ;-1.847,00;0,00;0,00;1.847,00;1.847,00;$8.120.224,68;-$8.120.224,68;$8.106.556,88;$5.614,88;$8.052,92;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001124 TUBO CUAD 1 1/2 C.20A;TUBO CUAD 1 1/2 C.20A;OP-0000177600001124 TUBO CUAD 1 1/2 C.20A;00105;18/02/2022;Und ;1.954,34;1.954,34;339,00;0,00;0,00;$0,00;$8.347.510,99;$0,00;$0,00;$0,00;IN143005  ;$8.052,92;$67.366,64;$165.534,55;EDP
;OP-00001776;00001125 TUBO CUAD 1 1/2 C.20B;CINTA 0.8 MM x 147 MM;OP-0000177600001125 TUBO CUAD 1 1/2 C.20B;00105;17/02/2022;kg  ;-1.197,00;0,00;0,00;1.197,00;1.197,00;$4.612.483,89;-$4.612.483,89;$4.587.849,63;$10.102,68;$14.531,58;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001125 TUBO CUAD 1 1/2 C.20B;TUBO CUAD 1 1/2 C.20B;OP-0000177600001125 TUBO CUAD 1 1/2 C.20B;00105;18/02/2022;Und ;1.309,35;1.309,35;215,00;0,00;0,00;$0,00;$4.774.785,40;$0,00;$0,00;$0,00;IN143005  ;$14.531,58;$54.192,39;$118.211,80;EDP
;OP-00001776;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 92 MM;OP-0000177600001130 TUBO CUAD 1 C.20A;00105;17/02/2022;kg  ;-723,00;0,00;0,00;723,00;723,00;$3.132.361,35;-$3.132.361,35;$3.126.664,11;$2.335,29;$3.361,95;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000177600001130 TUBO CUAD 1 C.20A;00105;18/02/2022;Und ;820,60;820,60;220,00;0,00;0,00;$0,00;$3.229.678,06;$0,00;$0,00;$0,00;IN143005  ;$3.361,95;$28.762,95;$70.889,05;EDP
;OP-00001776;00001131 TUBO CUAD 1 C.20B;CINTA CR 0.8 MM X 93 MM;OP-0000177600001131 TUBO CUAD 1 C.20B;00105;17/02/2022;kg  ;-742,00;0,00;0,00;742,00;742,00;$2.860.951,66;-$2.860.951,66;$2.855.104,70;$2.396,66;$3.450,30;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001131 TUBO CUAD 1 C.20B;TUBO CUAD 1 C.20B;OP-0000177600001131 TUBO CUAD 1 C.20B;00105;18/02/2022;Und ;839,52;839,52;214,00;0,00;0,00;$0,00;$2.958.268,37;$0,00;$0,00;$0,00;IN143005  ;$3.450,30;$28.824,32;$70.889,05;EDP
;OP-00001776;00001134 TUBO CUAD 3/4 C.20A;CINTA 0.75 MM x 72 MM;OP-0000177600001134 TUBO CUAD 3/4 C.20A;00105;17/02/2022;kg  ;-438,00;0,00;0,00;438,00;438,00;$1.934.663,52;-$1.934.663,52;$1.928.535,90;$2.514,12;$3.613,50;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001134 TUBO CUAD 3/4 C.20A;TUBO CUAD 3/4 C.20A;OP-0000177600001134 TUBO CUAD 3/4 C.20A;00105;18/02/2022;Und ;475,44;475,44;168,00;0,00;0,00;$0,00;$1.992.668,37;$0,00;$0,00;$0,00;IN143005  ;$3.613,50;$18.213,72;$42.305,25;EDP
;OP-00001776;00001135 TUBO CUAD 3/4 C.20B;CINTA 0.8 MM x 72 MM;OP-0000177600001135 TUBO CUAD 3/4 C.20B;00105;17/02/2022;kg  ;-586,00;0,00;0,00;586,00;586,00;$2.266.565,96;-$2.266.565,96;$2.260.670,80;$2.420,18;$3.474,98;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001135 TUBO CUAD 3/4 C.20B;TUBO CUAD 3/4 C.20B;OP-0000177600001135 TUBO CUAD 3/4 C.20B;00105;18/02/2022;Und ;614,04;614,04;204,00;0,00;0,00;$0,00;$2.331.550,76;$0,00;$0,00;$0,00;IN143005  ;$3.474,98;$20.082,23;$47.322,75;EDP
;OP-00001776;00001140 TUBO RECT 20X40 C.20B;CINTA 0.8 MM x 116 MM;OP-0000177600001140 TUBO RECT 20X40 C.20B;00105;17/02/2022;kg  ;-908,00;0,00;0,00;908,00;908,00;$3.476.695,68;-$3.476.695,68;$3.471.710,76;$2.043,00;$2.941,92;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001140 TUBO RECT 20X40 C.20B;TUBO RECT 20X40 C.20B;OP-0000177600001140 TUBO RECT 20X40 C.20B;00105;18/02/2022;Und ;977,09;977,09;199,00;0,00;0,00;$0,00;$3.574.012,39;$0,00;$0,00;$0,00;IN143005  ;$2.941,92;$28.470,66;$70.889,05;EDP
;OP-00001776;00001143 TUBO RECT 2X1 C.20A;CINTA 0.75 MM x 147 MM;OP-0000177600001143 TUBO RECT 2X1 C.20A;00105;17/02/2022;kg  ;-1.787,00;0,00;0,00;1.787,00;1.787,00;$7.856.429,34;-$7.856.429,34;$7.843.214,48;$5.423,54;$7.791,32;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001143 TUBO RECT 2X1 C.20A;TUBO RECT 2X1 C.20A;OP-0000177600001143 TUBO RECT 2X1 C.20A;00105;18/02/2022;Und ;1.925,51;1.925,51;334,00;0,00;0,00;$0,00;$8.083.715,65;$0,00;$0,00;$0,00;IN143005  ;$7.791,32;$67.175,30;$165.534,55;EDP
;OP-00001776;00001144 TUBO RECT 2X1 C.20 B;CINTA 0.8 MM x 147 MM;OP-0000177600001144 TUBO RECT 2X1 C.20 B;00105;17/02/2022;kg  ;-2.372,00;0,00;0,00;2.372,00;2.372,00;$9.140.193,64;-$9.140.193,64;$9.091.389,74;$20.019,68;$28.784,22;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001144 TUBO RECT 2X1 C.20 B;TUBO RECT 2X1 C.20 B;OP-0000177600001144 TUBO RECT 2X1 C.20 B;00105;18/02/2022;Und ;2.539,53;2.539,53;417,00;0,00;0,00;$0,00;$9.465.117,64;$0,00;$0,00;$0,00;IN143005  ;$28.784,22;$108.329,93;$236.613,75;EDP
;OP-00001776;00001146 TUBO RECT 3X1 1/2 C.18B;CINTA 1,05 MM x 224 MM;OP-0000177600001146 TUBO RECT 3X1 1/2 C.18B;00105;17/02/2022;kg  ;-3.155,00;0,00;0,00;3.155,00;3.155,00;$13.686.859,16;-$13.686.859,16;$13.673.661,62;$5.408,78;$7.788,76;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001146 TUBO RECT 3X1 1/2 C.18B;TUBO RECT 3X1 1/2 C.18B;OP-0000177600001146 TUBO RECT 3X1 1/2 C.18B;00105;18/02/2022;Und ;3.345,65;3.345,65;282,00;0,00;0,00;$0,00;$14.109.099,87;$0,00;$0,00;$0,00;IN143005  ;$7.788,76;$120.146,69;$307.502,80;EDP
;OP-00001776;00001148 TUBO RECT 3X1 1/2 C.20A;CINTA 0.75 MM x 225 MM;OP-0000177600001148 TUBO RECT 3X1 1/2 C.20A;00105;17/02/2022;kg  ;-1.776,00;0,00;0,00;1.776,00;1.776,00;$7.582.632,00;-$7.582.632,00;$7.578.298,56;$1.758,24;$2.575,20;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00001148 TUBO RECT 3X1 1/2 C.20A;TUBO RECT 3X1 1/2 C.20A;OP-0000177600001148 TUBO RECT 3X1 1/2 C.20A;00105;18/02/2022;Und ;1.932,67;1.932,67;224,00;0,00;0,00;$0,00;$7.809.918,31;$0,00;$0,00;$0,00;IN143005  ;$2.575,20;$63.510,00;$165.534,55;EDP
;OP-00001776;00004332 TUBO RED HR 1/2 CAL 16 B;CINTA HR 1,40 MM X 58 MM;OP-0000177600004332 TUBO RED HR 1/2 CAL 16 B;00105;17/02/2022;kg  ;-401,00;0,00;0,00;401,00;401,00;$1.766.777,93;-$1.766.777,93;$1.760.867,19;$1.860,64;$4.050,10;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00004332 TUBO RED HR 1/2 CAL 16 B;TUBO RED HR 1/2 CAL 16 B;OP-0000177600004332 TUBO RED HR 1/2 CAL 16 B;00105;18/02/2022;Und ;376,32;376,32;98,00;0,00;0,00;$0,00;$1.821.669,82;$0,00;$0,00;$0,00;IN143005  ;$4.050,10;$16.644,43;$40.108,10;EDP
;OP-00001776;00004573 TUBO RECT HR 100 MM X 50 MM CAL 16B;CINTA HR 1.35 MM X 295 MM;OP-0000177600004573 TUBO RECT HR 100 MM X 50 MM CAL 16B;00105;17/02/2022;kg  ;-2.432,00;0,00;0,00;2.432,00;2.432,00;$10.884.513,28;-$10.884.513,28;$10.874.420,48;$4.134,40;$5.958,40;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00004573 TUBO RECT HR 100 MM X 50 MM CAL 16B;TUBO RECT HR 100 MM X 50 MM CAL 16B;OP-0000177600004573 TUBO RECT HR 100 MM X 50 MM CAL 16B;00105;18/02/2022;Und ;2.521,50;2.521,50;123,00;0,00;0,00;$0,00;$11.209.437,28;$0,00;$0,00;$0,00;IN143005  ;$5.958,40;$92.444,65;$236.613,75;EDP
;OP-00001776;00004679 TUBO RECT 4 X1 1/2 CAL 20A;CINTA CR 0,75 MM X 270 MM;OP-0000177600004679 TUBO RECT 4 X1 1/2 CAL 20A;00105;17/02/2022;kg  ;-2.133,00;0,00;0,00;2.133,00;2.133,00;$9.118.276,38;-$9.118.276,38;$9.115.588,80;$1.109,16;$1.578,42;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00004679 TUBO RECT 4 X1 1/2 CAL 20A;TUBO RECT 4 X1 1/2 CAL 20A;OP-0000177600004679 TUBO RECT 4 X1 1/2 CAL 20A;00105;18/02/2022;Und ;2.215,50;2.215,50;211,00;0,00;0,00;$0,00;$9.410.547,49;$0,00;$0,00;$0,00;IN143005  ;$1.578,42;$80.522,97;$212.857,30;EDP
;OP-00001776;00004980 TUBO CUAD HR 50 X 50 CAL 18 LEG (1.20MM);CINTA HR 1.20 MM X 195 MM;OP-0000177600004980 TUBO CUAD HR 50 X 50 CAL 18 LEG (1.20MM);00105;17/02/2022;kg  ;-1.604,00;0,00;0,00;1.604,00;1.604,00;$7.200.019,16;-$7.200.019,16;$7.192.143,52;$3.224,04;$4.651,60;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00004980 TUBO CUAD HR 50 X 50 CAL 18 LEG (1.20MM);TUBO CUAD HR 50 X 50 CAL 18 LEG (1.20MM);OP-0000177600004980 TUBO CUAD HR 50 X 50 CAL 18 LEG (1.20MM);00105;18/02/2022;Und ;1.752,00;1.752,00;146,00;0,00;0,00;$0,00;$7.427.305,47;$0,00;$0,00;$0,00;IN143005  ;$4.651,60;$64.975,80;$165.534,55;EDP
;OP-00001776;00005000 TUBO RECT HR 100 X 50 CAL 14B;CINTA HR 1.80 MM X 297 MM;OP-0000177600005000 TUBO RECT HR 100 X 50 CAL 14B;00105;17/02/2022;kg  ;-1.399,00;0,00;0,00;1.399,00;1.399,00;$6.129.872,40;-$6.129.872,40;$6.124.822,00;$2.070,52;$2.979,88;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001776;00005000 TUBO RECT HR 100 X 50 CAL 14B;TUBO RECT HR 100 X 50 CAL 14B;OP-0000177600005000 TUBO RECT HR 100 X 50 CAL 14B;00105;18/02/2022;Und ;1.336,72;1.336,72;49,00;0,00;0,00;$0,00;$6.324.826,80;$0,00;$0,00;$0,00;IN143005  ;$2.979,88;$55.056,67;$141.968,25;EDP
;OP-00001777;00002366 FLEJE GALV CORRIENTE CAL. 24;CINTA GALV 0.52 MM X 145 MM;OP-0000177700002366 FLEJE GALV CORRIENTE CAL. 24;00105;17/02/2022;kg  ;-3.016,00;0,00;0,00;3.016,00;3.016,00;$13.496.356,48;-$13.496.356,48;$13.474.542,24;$8.946,72;$12.867,52;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001777;00002366 FLEJE GALV CORRIENTE CAL. 24;FLEJE GALV CORRIENTE CAL. 24;OP-0000177700002366 FLEJE GALV CORRIENTE CAL. 24;00105;18/02/2022;Und ;3.078,75;3.078,75;821,00;0,00;0,00;$0,00;$13.902.648,98;$0,00;$0,00;$0,00;IN143005  ;$12.867,52;$244.440,72;$170.798,50;EDP
;OP-00001778;00001121 PERFIL PASAMANOS T.A. C.20A;CINTA 0.75 MM x 109 MM;OP-0000177800001121 PERFIL PASAMANOS T.A. C.20A;00105;17/02/2022;kg  ;-855,00;0,00;0,00;855,00;855,00;$3.760.136,10;-$3.760.136,10;$3.751.158,60;$3.667,95;$5.309,55;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001778;00001121 PERFIL PASAMANOS T.A. C.20A;PERFIL PASAMANOS T.A. C.20A;OP-0000177800001121 PERFIL PASAMANOS T.A. C.20A;00105;19/02/2022;Und ;865,28;865,28;208,00;0,00;0,00;$0,00;$3.976.752,10;$0,00;$0,00;$0,00;IN143005  ;$5.309,55;$62.541,45;$157.742,50;EDP
;OP-00001778;00004470 PERFIL LIV.  VIGUETA GALV CAL. 26;CINTA GALV 0.38 MM X 75 MM;OP-0000177800004470 PERFIL LIV.  VIGUETA GALV CAL. 26;00105;17/02/2022;kg  ;-371,00;0,00;0,00;371,00;371,00;$1.515.987,62;-$1.515.987,62;$1.510.014,52;$2.107,28;$3.865,82;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001778;00004470 PERFIL LIV.  VIGUETA GALV CAL. 26;PERFIL LIV.  VIGUETA GALV CAL. 26;OP-0000177800004470 PERFIL LIV.  VIGUETA GALV CAL. 26;00105;19/02/2022;Und ;418,50;418,50;675,00;0,00;0,00;$0,00;$1.744.056,62;$0,00;$0,00;$0,00;IN143005  ;$3.865,82;$116.290,28;$113.886,00;EDP
;OP-00001779;00001124 TUBO CUAD 1 1/2 C.20A;CINTA 0.75 MM x 147 MM;OP-0000177900001124 TUBO CUAD 1 1/2 C.20A;00105;18/02/2022;kg  ;-3.018,00;0,00;0,00;3.018,00;3.018,00;$13.268.425,74;-$13.268.425,74;$13.246.122,72;$9.153,83;$13.149,19;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001124 TUBO CUAD 1 1/2 C.20A;TUBO CUAD 1 1/2 C.20A;OP-0000177900001124 TUBO CUAD 1 1/2 C.20A;00105;19/02/2022;Und ;3.251,46;3.251,46;564,00;0,00;0,00;$0,00;$14.452.823,74;$0,00;$0,00;$0,00;IN143005  ;$13.149,19;$480.141,83;$713.410,00;EDP
;OP-00001779;00001125 TUBO CUAD 1 1/2 C.20B;CINTA 0.8 MM x 147 MM;OP-0000177900001125 TUBO CUAD 1 1/2 C.20B;00105;18/02/2022;kg  ;-1.197,00;0,00;0,00;1.197,00;1.197,00;$4.612.519,80;-$4.612.519,80;$4.587.861,60;$10.114,65;$14.543,55;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001125 TUBO CUAD 1 1/2 C.20B;TUBO CUAD 1 1/2 C.20B;OP-0000177900001125 TUBO CUAD 1 1/2 C.20B;00105;19/02/2022;Und ;1.358,07;1.358,07;223,00;0,00;0,00;$0,00;$4.908.619,30;$0,00;$0,00;$0,00;IN143005  ;$14.543,55;$127.861,65;$178.352,50;EDP
;OP-00001779;00001126 TUBO CUAD 1 1/2 C.22;CINTA 0,65 MM x 147 MM;OP-0000177900001126 TUBO CUAD 1 1/2 C.22;00105;18/02/2022;kg  ;-927,00;0,00;0,00;927,00;927,00;$4.105.590,30;-$4.105.590,30;$4.100.093,19;$2.252,61;$3.244,50;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001126 TUBO CUAD 1 1/2 C.22;TUBO CUAD 1 1/2 C.22;OP-0000177900001126 TUBO CUAD 1 1/2 C.22;00105;19/02/2022;Und ;1.008,80;1.008,80;200,00;0,00;0,00;$0,00;$4.401.689,80;$0,00;$0,00;$0,00;IN143005  ;$3.244,50;$119.999,61;$178.352,50;EDP
;OP-00001779;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 92 MM;OP-0000177900001130 TUBO CUAD 1 C.20A;00105;18/02/2022;kg  ;-2.024,00;0,00;0,00;2.024,00;2.024,00;$8.768.848,45;-$8.768.848,45;$8.752.923,90;$6.524,51;$9.400,04;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000177900001130 TUBO CUAD 1 C.20A;00105;19/02/2022;Und ;2.238,00;2.238,00;600,00;0,00;0,00;$0,00;$9.221.143,75;$0,00;$0,00;$0,00;IN143005  ;$9.400,04;$130.158,86;$328.660,95;EDP
;OP-00001779;00001131 TUBO CUAD 1 C.20B;CINTA CR 0.8 MM X 93 MM;OP-0000177900001131 TUBO CUAD 1 C.20B;00105;18/02/2022;kg  ;-1.498,00;0,00;0,00;1.498,00;1.498,00;$5.775.876,05;-$5.775.876,05;$5.764.079,30;$4.838,54;$6.958,21;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001131 TUBO CUAD 1 C.20B;TUBO CUAD 1 C.20B;OP-0000177900001131 TUBO CUAD 1 C.20B;00105;19/02/2022;Und ;1.682,97;1.682,97;429,00;0,00;0,00;$0,00;$6.112.530,14;$0,00;$0,00;$0,00;IN143005  ;$6.958,21;$96.812,03;$244.680,60;EDP
;OP-00001779;00001132 TUBO CUAD 1 C.22;CINTA CR 0.65 MM X 92 MM;OP-0000177900001132 TUBO CUAD 1 C.22;00105;18/02/2022;kg  ;-1.204,00;0,00;0,00;1.204,00;1.204,00;$5.123.507,40;-$5.123.507,40;$5.114.399,36;$3.732,40;$5.375,64;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001132 TUBO CUAD 1 C.22;TUBO CUAD 1 C.22;OP-0000177900001132 TUBO CUAD 1 C.22;00105;19/02/2022;Und ;1.417,71;1.417,71;430,00;0,00;0,00;$0,00;$5.386.656,40;$0,00;$0,00;$0,00;IN143005  ;$5.375,64;$75.688,90;$191.192,50;EDP
;OP-00001779;00001134 TUBO CUAD 3/4 C.20A;CINTA 0.75 MM x 73 MM;OP-0000177900001134 TUBO CUAD 3/4 C.20A;00105;18/02/2022;kg  ;-1.146,00;0,00;0,00;1.146,00;1.146,00;$5.046.789,18;-$5.046.789,18;$5.030.389,92;$6.727,02;$9.672,24;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001779;00001134 TUBO CUAD 3/4 C.20A;TUBO CUAD 3/4 C.20A;OP-0000177900001134 TUBO CUAD 3/4 C.20A;00105;19/02/2022;Und ;1.262,18;1.262,18;446,00;0,00;0,00;$0,00;$5.355.185,44;$0,00;$0,00;$0,00;IN143005  ;$9.672,24;$90.065,73;$225.057,55;EDP
;OP-00001779;00001135 TUBO CUAD 3/4 C.20B;CINTA 0.8 MM x 72 MM;OP-0000177900001135 TUBO CUAD 3/4 C.20B;00105;18/02/2022;kg  ;-586,00;0,00;0,00;586,00;586,00;$2.266.579,67;-$2.266.579,67;$2.260.674,94;$2.422,04;$3.482,69;IN141006  ;$0,00;$0,00;$0,00;SCM
